,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Group
1,231.15804742979375,-15.258122250200843,-21.937895464428458,10.332035178705866,-15.808509483369338,-0.684242621325818,-3.38802474343205,-1.6323049979100652,-0.0834118384567476,1.9389382883015094,Case
10,3.9675316662709426,4.902600707918703,-4.248865248819635,-2.713966033344062,-1.4359258986428067,1.4062476405791793,0.9514493893866954,-2.8827915157790263,3.4550337977639893,-1.2286618832643892,Case
100,-11.33721378234746,-2.0605864615638803,-2.730610634080577,-1.6517013548690955,-3.3007625805322403,0.9922404059011657,-2.984720286510732,-2.538278111203777,0.16982022109622777,-4.016689398912114,Case
105,24.150935446815907,17.63379518032405,3.766044803254248,-5.202776487847959,1.2669139708526747,-2.939340234440258,-4.804603753184271,-6.009770541289521,-1.8075161477477375,-4.0097781071190415,Case
106,-5.360499780837009,-3.7605861368345685,-3.4902957795481067,-1.6991208213831057,1.9078113302966715,-2.651850778187285,-1.1655473338200164,-4.023578313656927,-2.552535797675237,-3.042931288680435,Case
110,-2.5143357693906854,-0.9192519227534852,3.535251409358057,-1.7692864968521231,-2.218869837288157,3.1283026889043897,0.011623678031212344,-0.39259731681745597,-0.7401731581002613,1.76410360402312,Case
113,22.1162300368348,-12.817012307340885,18.19415333039695,-7.153683758302769,0.8282571812400776,1.7671011450980607,1.2234877863385545,1.4364121789111672,-1.8821212710573618,1.1713520855453718,Case
114,15.57551153307988,-0.6908989131525348,13.08879945781542,-8.488569334624655,1.5369882098499887,-1.0430888748344993,-2.923579358115103,-5.897116794077504,0.45455773749916056,-0.9481441781319853,Case
115,35.072927768459415,-13.10915656591918,1.6608021653284724,-11.13395013210234,10.37017037650076,0.8500194981197506,8.895820839537643,-4.706437682390621,-1.4105162566474192,-2.845953937271459,Case
116,-9.510184974981813,-2.9178036111135763,-8.053250118145742,-6.381501874412478,-0.8422254421672474,3.736141836481579,-1.5666701605746323,-1.9613603568907976,1.536437466040948,0.4900875940244448,Case
118,-8.673343210257368,-1.362435191328289,-3.127668996633607,-1.0801904995835392,0.11245957054180934,1.3256981963717223,1.1689759900002645,1.2281887136453575,-0.47125365593318397,1.0568938778490675,Case
120,-12.066000612747763,-0.7382442422051233,-4.847588340133972,2.674397747589103,-1.7219407868643541,-0.5921694205470448,0.8901451484938218,-3.402992400948348,-2.179476900313622,0.5143554672929652,Case
122,-2.055996957397449,-1.1130957177426262,0.8730884412067437,-0.6370562843013142,1.3112759607404512,3.018584031609894,-1.5393487547527922,-1.74573605981221,-1.1918641007416273,-0.5633754228218691,Case
126,9.801337163529109,5.995068033223356,0.5983551345833077,3.192789279542085,6.05576831458562,0.5406412106378807,-1.081125462133862,1.5285747845236344,-7.769821706747299,2.534776430574343,Case
131,-7.578491081972979,2.299178452665277,-6.237837419221879,-4.080683212383557,-1.5089082674311363,3.2567672733721773,1.3032167206638556,-0.05880926725975304,1.857961236897219,0.5908729513857973,Case
132,-4.129304217740295,-7.43862922416367,-3.573672110386177,-1.124675231710968,2.4997936104932448,-2.235373132716212,1.957188677779133,0.726809113485662,-2.201769589326497,-3.2679598167192965,Case
134,-9.279481202081877,-0.6578002010699994,-3.7743247897139054,-0.5821600587827843,-2.0570173599535764,4.759448937532419,-1.4653066648115716,-0.35698621874585157,1.5075311578153046,0.28961125030417717,Case
138,-9.857931248696714,-2.048186929643282,-6.148702826223542,-1.6387549597153344,-1.1328329559730157,-1.7332639973055386,-2.3235978579093284,1.8664128935222462,2.2277624616416687,-4.262810792585046,Case
139,28.462455330035056,26.193038952970944,7.7908590661448045,-9.410905031643866,-19.880131768052657,-12.17970974847132,18.484485282236044,-0.7617408043986672,4.696267076965985,-3.5818422487393353,Case
141,-8.332477962416549,-0.15720191999946626,0.2760060843730253,0.27532030475499875,-3.2695331896307342,2.9327145952603972,-1.8539109704176342,-2.019886340062374,-0.4150580355020496,-2.6062279324359774,Case
142,17.301441482493235,1.8206387879745272,1.622295023546185,-3.3110406463953326,0.4652574301871814,2.357878481131364,8.570650795045538,3.185797204596492,-1.9705800017635242,-5.663475881667863,Case
144,3.945860941588396,3.54761186217226,0.5523901861662387,1.660850129039094,3.0221518429087757,5.462960869051397,2.830984168294939,3.30537453876062,-0.5524900403669972,-0.5487900355309281,Case
145,-0.7098287593008205,6.358669157012881,0.31791514390566417,-5.442645924049536,-3.0591415720494344,1.7418435398836105,2.49848104459004,-3.9287617201643172,0.13596036223290733,-0.45411640837705913,Case
148,-7.4927466764653525,-1.6798522128440059,-1.3309779804820168,0.3025329383748306,-2.284722389881275,3.2333181324532543,0.7478038901277164,1.7666671582668152,-1.7209039047572114,-0.9940426392089554,Case
15,12.31587909064829,7.988728390271159,3.0010539704950028,6.7094100301058015,3.8428660800375045,0.2921243830099144,4.244447030371118,-1.8936312921991845,2.880330882452549,-1.7580077802179774,Case
152,2.6468815190748223,-1.7592930192831449,2.952235716802029,-4.174952849498982,-0.2308543621422408,2.072073388723117,0.132416567172966,-2.9665065910132027,0.45617367763413025,-1.9201061111659712,Case
153,-3.869336934581731,3.427069010760129,-2.7817742891264277,-0.5706580514259046,-2.4421137652673184,10.079884986261916,2.3034463951706923,-0.43429049374450707,-0.354939085006611,-0.3480632869035752,Case
155,-10.92157855378071,-1.345683033282956,-7.71708238857056,-2.7716263651496624,-1.0854873518952748,2.08274905847434,0.11368771748085209,-1.707488861324374,-0.9489089365212331,-2.725193461051175,Case
157,-1.5039354429706717,-5.457843712447399,-4.789551449688722,-3.9456618601520175,1.8293927775459864,2.8284660182063974,1.8145772349344989,1.0712172910064368,-2.385993009850891,-2.457774582401225,Case
161,-7.745279645049117,-4.774517364290059,1.456991250775936,-0.9558457793916201,-5.691537768718476,2.186460146002371,-4.2148412272175495,5.170025976809524,-2.913331977383841,-2.2980087331437793,Case
162,3.7856563370514675,2.902374903761248,3.7102707265622197,-1.5561534653258258,-0.16195491939642762,-3.074321938177617,-0.10897075820617666,0.30950249447066647,-2.235154237037203,-2.9404688775936263,Case
163,-6.862676364703418,-3.0608895061741737,-5.412652096120164,-0.4513175085678567,1.8931612205372945,-2.503684535387782,-0.5479786604890221,-1.7426084704246259,-0.9969225421202728,-1.0061611736561438,Case
166,-6.675904861410936,-0.5792105105763935,3.1465063718050166,4.679224026214317,-3.0699230166465252,-0.5046340158060798,-3.361336740023183,-1.7446746393909671,3.705038108141399,-2.415570470994946,Case
167,14.107683491874706,-5.62876431822682,3.5759396889985084,-8.371017921462343,5.039247496125187,0.8843344232995949,-0.6246934754528812,-0.9332471787649265,1.541771029803516,-0.13875142961187092,Case
168,-7.713195011482504,-1.9602848271077091,-1.0145764994693693,3.235437515293839,-2.252188957015741,2.907095608467635,-3.7557399434971503,-0.9475193326852697,0.8223000708435326,-1.2189893101728568,Case
169,-3.57779790614713,-4.007021730252905,-3.251817796744847,1.6249913557970268,2.6251722295443574,0.8102654364654746,-0.38287232322278986,-2.3085780244439036,-1.2907136038274027,-0.24456397044600825,Case
170,13.127716358350801,12.978767832871469,3.327117564396789,0.8584698644627434,2.4482096479358018,6.031672678066953,-2.609778811869674,-2.020383297808131,-0.9565767964916273,-2.6730300070096993,Case
171,-4.494725765229276,-6.162531884253067,2.8713735834361986,-1.3176999490631847,-2.107487986257408,4.774440803796054,-4.023423126451224,-3.0053475443540996,-1.7304930054292302,-2.6711660084072664,Case
172,0.33394598672722603,-4.438876585938701,8.864276153242676,-1.736136569443371,-3.208324666695345,3.3070034247527955,-5.340540983352352,-5.306343759522236,-0.16805774041464308,-0.7573085475799478,Case
174,1.7759428911070534,2.433474974660469,0.5248457989360225,3.0828852706841707,-0.8654277638728617,0.1885838272868934,-2.04640540604327,-3.1716498032384837,-1.9088488145480116,-0.7617452690925368,Case
177,2.7802914443357185,-5.2548260486895275,3.421488121220862,-9.19672075464049,0.40420489925937114,-1.2175104462655053,-0.4608983957766496,0.9078454644692051,-0.3089173541756686,-0.8387496106177569,Case
