feature,group1_mean,group2_mean,group1_std,group2_std,fold_change,statistic,p_value,neg_log10_p,significant,n_group1,n_group2,p_adjusted,significant_adj
TAG50:0-FA14:0,0.5665,0.33850361445783134,0.8803696838430348,0.2340971913261165,0.7429047002696599,2.343186024362449,0.021100801391945995,1.6757010502240723,True,88,83,0.10739363096497886,False
TAG52:5-FA14:0,0.6106583333333334,0.4585473684210527,0.5906896717828045,0.24320407499477664,0.41329462877763096,2.3313191079285542,0.021316891246554646,1.6712761304573438,True,96,95,0.10762231168128612,False
TAG50:4-FA16:0,2.912019191919192,2.127576,3.0984540206853777,1.2880349385216712,0.45280919402726144,2.3277732610025996,0.021461340745828318,1.6683431500156285,True,99,100,0.10762231168128612,False
TAG56:6-FA22:6,1.1965727272727271,0.7790210000000002,1.7026564466953094,0.5502550441340356,0.6191739550538707,2.322923438049911,0.021895327150119107,1.6596485613907854,True,99,100,0.10899717603197978,False
DAG(14:0/16:0),0.8839124999999999,0.661826923076923,0.4912440487993408,0.2788784101470636,0.4174495747887478,2.3378344140765264,0.022581438551912608,1.6462483947734459,True,40,26,0.11159812385800288,False
TAG45:0-FA16:0,0.45581891891891896,0.2895738461538461,0.5776579500953867,0.20778028530526768,0.6545294808236091,2.3113009398458377,0.023006953651867893,1.638140882407837,True,74,65,0.11262519220821482,False
TAG56:9-FA18:3,0.3350796875,0.23207808219178083,0.3419305026295142,0.10237674872550045,0.5298939352480435,2.3204238936668333,0.023119540922507443,1.6360207938155757,True,64,73,0.11262519220821482,False
TAG56:8-FA16:0,0.7722948979591837,0.524378,1.032500219851947,0.28351703655364635,0.5585446723208974,2.293762673699914,0.023681832471821606,1.6255846954622388,True,98,100,0.11410693556187353,False
DCER(24:1),0.31266000000000005,0.41474999999999995,0.06025510766731731,0.07786965299231052,-0.40764730921995695,-2.6500386791273964,0.023758335556871027,1.6241839880926325,True,5,8,0.11410693556187353,False
TAG55:1-FA16:0,0.917078787878788,0.6287787878787879,1.210281687676487,0.329205144240539,0.544493127959415,2.2870523048547984,0.024064554103236904,1.618622181038266,True,99,99,0.11471093194950964,False
TAG51:1-FA18:1,6.608768686868686,4.71856,7.66228789318772,3.064300573153075,0.4860348519002486,2.2806125993970214,0.024220490030395,1.6158170744322882,True,99,100,0.11471093194950964,False
TAG52:2-FA16:1,8.243948484848485,6.369071,7.54239577397651,3.2276488170056825,0.37225253453935053,2.275630461899938,0.02447376284583186,1.6112992526528451,True,99,100,0.11511107766108503,False
TAG56:3-FA18:0,0.7882535353535353,0.552162,0.9977431629670929,0.2708865380952183,0.5135681231334963,2.2729218605114987,0.024934446053984535,1.6032002756657944,True,99,100,0.1162729541191041,False
TAG44:1-FA16:0,1.6590826530612246,0.9267071428571428,3.034741120161161,0.9998405091627793,0.8402003573382236,2.269071234880637,0.025083844735618435,1.6006058960912677,True,98,98,0.1162729541191041,False
TAG46:1-FA16:0,7.780010101010102,4.285218,14.693112174975994,4.44521898828552,0.8604034270012657,2.266155313549899,0.02530224450262346,1.5968409518728894,True,99,100,0.1162729541191041,False
TAG45:0-FA14:0,0.4172264150943396,0.25272093023255815,0.49019062506764544,0.16624048495240054,0.7232853243800993,2.28647297073357,0.025435692633826876,1.5945564316928054,True,53,43,0.1162729541191041,False
TAG54:7-FA20:4,1.6139686868686869,1.268068,1.37522531746816,0.6668546775616547,0.34798047434667817,2.2539899466261413,0.02573510962627287,1.58947397740472,True,99,100,0.1162729541191041,False
TAG49:1-FA18:1,5.0357939393939395,3.600755,5.858319683165726,2.407590509385647,0.4839198091692701,2.2559750117880135,0.025743718580622754,1.5893287207415754,True,99,100,0.1162729541191041,False
TAG54:2-FA18:0,30.505785858585856,19.758753000000002,46.591622249853714,10.256195961234528,0.6265909966393682,2.241936993643689,0.027021069967490163,1.5682974579869504,True,99,100,0.12073000230885014,False
TAG58:6-FA20:4,0.22517358490566042,0.17883529411764706,0.1398907927785421,0.05147215100820797,0.3324060899775181,2.257898691638407,0.027249737073033815,1.564637683782988,True,53,51,0.12073000230885014,False
TAG54:5-FA20:3,5.488306060606061,4.279425,5.0357244921845545,1.9510163762715567,0.3589439726778013,2.228711627631908,0.027598417483976623,1.5591158200246606,True,99,100,0.12073000230885014,False
TAG52:3-FA18:0,5.8228333333333335,3.9488100000000004,8.086946475017372,2.1034827802403515,0.5603033709022353,2.2321836342612786,0.027609146146921913,1.558947024342781,True,99,100,0.12073000230885014,False
TAG56:7-FA18:0,0.2740363636363636,0.1990125,0.2612915063156996,0.06836387685825689,0.46150827699614777,2.243870623867231,0.027778392675015553,1.5562928872005084,True,66,56,0.12073000230885014,False
TAG56:3-FA20:2,0.46725937500000003,0.3393752577319588,0.5436551295731367,0.1423116840709503,0.46134221003092657,2.2303882987585992,0.027792683815966966,1.556069513309483,True,96,97,0.12073000230885014,False
TAG56:6-FA18:1,6.817734343434345,5.467944,5.65801605665625,2.1390794300692653,0.3182939170430769,2.221680067622742,0.0281014667999095,1.5512710108251246,True,99,100,0.12129873644011568,False
TAG48:2-FA18:2,14.114839393939395,8.924415,22.441181499844042,6.113872970290062,0.6613832045934152,2.221148090540236,0.028346551467043943,1.547499768161929,True,99,100,0.12145263446720708,False
TAG47:1-FA16:1,0.5116488372093023,0.36613924050632907,0.5339428845296176,0.2811847008721207,0.48276156482164606,2.214914734168029,0.028493286678523654,1.5452574523393405,True,86,79,0.12145263446720708,False
TAG54:1-FA20:1,0.8265929292929295,0.577828,1.0835983390812756,0.2922168210784795,0.5165369006425604,2.20618444503283,0.029411597310441667,1.5314813888124394,True,99,100,0.12406975528870037,False
TAG52:3-FA22:1,0.2672052631578947,0.18462264150943397,0.27132417183473445,0.06620021682950034,0.5333689096143661,2.227726929056351,0.029471114892623843,1.530603434473935,True,57,53,0.12406975528870037,False
TAG54:7-FA20:5,1.5496181818181816,1.194093,1.4503439176491784,0.7256037535199373,0.37599758071397055,2.1834606808906463,0.030623122912033417,1.5139505225108436,True,99,100,0.12762725023151203,False
PC(18:0/16:1),1.458608695652174,1.22092,0.8739937228698283,0.5511837282915139,0.2566242263268085,2.1809937720108254,0.030690423809337206,1.5129971142796248,True,92,85,0.12762725023151203,False
TAG58:7-FA22:4,0.45979368421052624,0.3375585858585859,0.528922633165362,0.13329345331237757,0.44584872318617713,2.1868531044463118,0.030963411455541996,1.5091511960932684,True,95,99,0.12798210068290694,False
TAG58:7-FA18:2,0.2885774647887324,0.2092,0.2955469603474611,0.0711240119746143,0.4640757726329533,2.193706552454537,0.03119901166659955,1.5058591634988854,True,71,64,0.12817907202783668,False
TAG52:2-FA18:2,43.87767575757576,30.821707,57.667804100081064,15.747490488336659,0.5095403417801282,2.1738368938745887,0.03181475212308004,1.497371456114631,True,99,100,0.12992611346072208,False
TAG56:7-FA18:1,3.237312121212121,2.4572990000000003,3.4160572026370284,1.0710003026053765,0.3977230533113346,2.168849458143622,0.0321192661759718,1.4932343855405144,True,99,100,0.13035487741298996,False
TAG49:1-FA16:1,0.7501979166666667,0.5494155555555557,0.7900050311604171,0.43822621932726435,0.4493734916549867,2.1607087176752913,0.03230201507741247,1.490770384489216,True,96,90,0.13035487741298996,False
TAG46:1-FA14:1,0.803479347826087,0.5205438356164384,1.1209790863287248,0.5104774075385766,0.6262412727003651,2.1555892403459915,0.032912089584761765,1.4826445435238425,True,92,73,0.13203555939298545,False
TAG50:3-FA16:0,50.02064949494951,36.994884,56.40184078567949,21.503752984193152,0.435198015149487,2.148485933496636,0.03359334057277985,1.4737468071083863,True,99,100,0.13217259567190767,False
TAG56:7-FA22:4,0.31402368421052634,0.24325783132530124,0.2739020525021897,0.0860411998879974,0.3683871092335228,2.1570045478306583,0.03371571044549896,1.4721676845915495,True,76,83,0.13217259567190767,False
TAG51:2-FA18:2,3.477648484848485,2.4597640000000003,4.521919290056878,1.3676882002248698,0.49959220895285955,2.144704025237783,0.034069538628026426,1.4676337476372574,True,99,100,0.13217259567190767,False
TAG52:5-FA22:5,0.6568757575757576,0.4717679999999999,0.8212939893590652,0.25710158463969535,0.4775429503572909,2.1410998087210737,0.03434337014334606,1.464157089406837,True,99,100,0.13217259567190767,False
TAG53:1-FA17:0,1.1483454545454548,0.8445529999999999,1.3210689787389116,0.504801807584327,0.4432968385126657,2.1387065577113247,0.034392453528191286,1.4635368408762732,True,99,100,0.13217259567190767,False
TAG46:2-FA14:0,2.2762555555555557,1.5281373737373736,3.288726512112846,1.151004165632443,0.5748882932249886,2.136332936448338,0.034655451083785635,1.4602284438974238,True,99,99,0.13217259567190767,False
TAG54:2-FA18:1,59.11268686868688,40.425917000000005,84.79653602408773,19.358094283782407,0.5481872978684884,2.1382060361751742,0.03475274998737792,1.4590108239633752,True,99,100,0.13217259567190767,False
TAG51:1-FA15:0,0.8669121212121212,0.64077,0.9930400911890312,0.36005465031314515,0.4360791448828308,2.131398028448835,0.03504428678813989,1.4553827742345007,True,99,100,0.13217259567190767,False
TAG49:2-FA16:0,3.389417171717172,2.470868,3.999850797601015,1.5647005701146697,0.45601927371427603,2.129337053647126,0.03515554348933187,1.4540061836739178,True,99,100,0.13217259567190767,False
TAG58:8-FA20:4,0.3969857142857142,0.3257134831460674,0.26937505682244456,0.17081131016351134,0.2854836419243753,2.1247190548187356,0.035218947705030985,1.453223624312117,True,91,89,0.13217259567190767,False
TAG52:3-FA20:2,1.5352464646464645,1.1961820000000003,1.4567730825154117,0.6376237778635372,0.36003336481254594,2.1232257167080397,0.03557418886818578,1.4488649935370599,True,99,100,0.13217259567190767,False
TAG49:1-FA14:0,0.7310494736842106,0.5175084210526315,0.9076875172157514,0.37061110880663667,0.498386696779364,2.122878707080836,0.035744115047771065,1.446795450720603,True,95,95,0.13217259567190767,False
TAG54:7-FA22:6,1.6443313131313133,1.2234280000000002,1.7790114398713563,0.8728124301348943,0.42657181129530375,2.1154788892909324,0.03613144852848107,1.442114626992293,True,99,100,0.13217259567190767,False
TAG50:2-FA18:1,118.03928989898989,93.048434,105.98440745619571,51.11938271146135,0.3432133717843518,2.1151860394804722,0.03617340952255404,1.4416105549086713,True,99,100,0.13217259567190767,False
TAG54:3-FA20:2,5.545917171717171,4.268013,5.686694892018228,1.9458134213324183,0.3778614986125336,2.1166133831098994,0.03635091625366528,1.4394846379302304,True,99,100,0.13217259567190767,False
TAG50:2-FA14:1,0.4771895833333333,0.3541977777777778,0.5332491134010282,0.19473305841574529,0.43000737929151844,2.114469116515333,0.03652188139424917,1.4374468582435775,True,96,90,0.13217259567190767,False
TAG56:7-FA22:6,7.850243434343434,5.7240660000000005,9.420686536360261,3.4596598119450825,0.4556970848579344,2.109213347618081,0.03694172066993734,1.4324828798742462,True,99,100,0.13217259567190767,False
TAG48:3-FA18:3,1.6350397959183673,1.0276424242424242,2.7497763902243046,0.7767828842103992,0.6699873898214539,2.1051304076369166,0.03751085040610265,1.425843089875104,True,98,99,0.13217259567190767,False
PC(18:2/16:1),8.40710808080808,9.227486,2.964410762067323,2.5453121273550336,-0.13432802311317946,-2.093570052572257,0.037611445541216766,1.4246799747799528,True,99,100,0.13217259567190767,False
TAG49:2-FA18:2,2.624259595959596,1.8802790000000003,3.348978498962649,1.1060342202767652,0.48096369044171444,2.099909979856718,0.03785038474455075,1.4219297015909602,True,99,100,0.13217259567190767,False
TAG54:2-FA18:2,4.181241414141414,2.5544990000000003,7.564918505907546,1.4240319901564322,0.7108909701248627,2.1030280403094306,0.03785616940207138,1.4218633336291868,True,99,100,0.13217259567190767,False
TAG56:7-FA18:2,3.3786292929292925,2.627113,3.3716126050937474,1.1575354260481903,0.36295980737189887,2.0987093010284514,0.03792920126547963,1.4210263028191483,True,99,100,0.13217259567190767,False
TAG54:3-FA16:0,7.936744444444446,6.116407000000001,8.189764499033972,2.7561401942489328,0.3758629421040603,2.0971121750444857,0.038088178249301566,1.4192097990690706,True,99,100,0.13217259567190767,False
TAG56:8-FA22:6,4.971849494949495,3.601372,6.164127621683609,2.104797275397612,0.4652359945698363,2.094580442406368,0.03830619822143135,1.416730948340182,True,99,100,0.13217259567190767,False
TAG49:2-FA15:0,3.126124242424243,2.3353099999999998,3.512869708398223,1.3464740554950223,0.4207610425922574,2.0928706637391503,0.038367586111883005,1.4160355234825914,True,99,100,0.13217259567190767,False
DAG(14:0/18:1),0.8848538461538461,0.7470704918032787,0.4383493972695051,0.28879543356515774,0.24419479906447278,2.095478679049854,0.0383929132617793,1.4157489322818775,True,65,61,0.13217259567190767,False
TAG52:2-FA16:0,333.2599424242424,260.81813600000004,322.7476704003072,120.92593752619825,0.35360372616221986,2.09259880546823,0.038411662271172535,1.4155368982610947,True,99,100,0.13217259567190767,False
TAG51:3-FA18:3,0.4270853658536585,0.29454819277108435,0.5501832069998859,0.1571393644006971,0.5360207482248026,2.098487838246081,0.038544197555787564,1.4140409913917953,True,82,83,0.13217259567190767,False
TAG56:5-FA18:1,6.021809090909092,4.824315,5.388079459667611,1.8892002875662504,0.3198728605140576,2.0879344209983044,0.03889235474094428,1.4101357616599575,True,99,100,0.13217259567190767,False
TAG58:5-FA18:1,0.32246704545454546,0.2434725274725275,0.3451195444132336,0.08142574131062824,0.40539272402859106,2.0916230764359782,0.03910254130162967,1.4077950165834276,True,88,91,0.13217259567190767,False
TAG45:0-FA15:0,0.3830961538461538,0.24825999999999998,0.4266774067098958,0.1558723603399548,0.6258546900311517,2.103623942776719,0.03913655192271398,1.4074174399683448,True,52,40,0.13217259567190767,False
TAG50:3-FA20:3,0.5512684782608696,0.4023423076923077,0.6254427579730663,0.2582687594017463,0.45433164991593467,2.083932355504046,0.03919826489492619,1.406733156531498,True,92,78,0.13217259567190767,False
TAG56:7-FA20:4,5.613267676767676,4.412438,5.41706184048497,1.9082717048024092,0.34726485028961224,2.081486701394198,0.03948509101439349,1.403566856587139,True,99,100,0.13217259567190767,False
TAG58:7-FA18:1,0.6515132653061225,0.486475,0.7574304147056593,0.2080677902230012,0.4214288792838984,2.081433303314695,0.039688180021815546,1.4013388160488764,True,98,100,0.13217259567190767,False
TAG56:8-FA18:2,1.6524656565656566,1.1924370000000002,2.119822659465646,0.5912594926147661,0.4707072385690977,2.080613763063921,0.0397292992855441,1.400889094625111,True,99,100,0.13217259567190767,False
TAG56:4-FA16:0,0.29551704545454544,0.2355410256410257,0.24968097171620296,0.09982420318635928,0.32726297030918455,2.0741024867749145,0.04026531049109971,1.3950689476568296,True,88,78,0.13287917954192122,False
TAG48:3-FA14:0,4.2062595959595965,3.0699300000000007,5.140541465363972,1.8743633929923778,0.45433212985890004,2.067581119202445,0.04076992180559098,1.3896601214993496,True,99,100,0.13287917954192122,False
TAG54:6-FA16:1,1.1524333333333332,0.9431869999999999,0.9052402476240035,0.4469922345053445,0.2890675535685229,2.064232579617027,0.04080553447306965,1.3892809293584791,True,99,100,0.13287917954192122,False
TAG52:3-FA18:3,4.688449494949496,3.2161399999999998,6.847833227206053,1.804667488777505,0.5437806812088201,2.069301849841697,0.04083081795197357,1.3890119198940387,True,99,100,0.13287917954192122,False
TAG46:2-FA16:1,1.9025326530612243,1.2172545454545456,3.114608776239141,1.0458172035881628,0.6442903226580428,2.065858422507723,0.04102362439444896,1.3869659728078685,True,98,99,0.13287917954192122,False
TAG54:6-FA20:5,2.2639505050505053,1.793942,1.927889339506393,1.2134542886081099,0.33570916916201315,2.0558383095685686,0.04137506362817795,1.383261325340809,True,99,100,0.13287917954192122,False
HCER(22:1),0.14137777777777777,0.11510000000000001,0.029211632005837068,0.026000027472512958,0.29666751366761274,2.2218297202232105,0.041648877971191496,1.3803966940767343,True,9,15,0.13287917954192122,False
TAG52:2-FA18:1,567.9432272727273,447.651755,544.5016630966768,205.39387833364125,0.3433698799696767,2.0579535291830013,0.04167161387772493,1.3801596796574838,True,99,100,0.13287917954192122,False
TAG54:7-FA16:1,0.5783371134020618,0.4619408163265306,0.504830125784817,0.2389916022493646,0.3242026543460931,2.0543496553480605,0.041847633181113085,1.3783290998081068,True,97,98,0.13287917954192122,False
TAG58:7-FA20:4,0.2888684931506849,0.23894179104477611,0.18923924736568576,0.08058303105315194,0.27375364350200726,2.059839194062651,0.042036783321472634,1.3763705238327155,True,73,67,0.13287917954192122,False
TAG47:1-FA14:0,0.7696144329896908,0.5493771739130434,0.9684765493622027,0.41155655509865546,0.4863388783918817,2.052774617218197,0.04208490143849704,1.3758736855907794,True,97,92,0.13287917954192122,False
TAG58:6-FA18:0,0.2626315789473684,0.19266590909090908,0.24533141954004548,0.06132559290920849,0.4469390578192423,2.070938037898535,0.04234718418079164,1.37317546220224,True,57,44,0.13309115028248802,False
TAG53:1-FA18:1,2.1196141414141416,1.5039449999999996,2.8724089983279755,0.8506613427655906,0.495049847036551,2.0456835187895646,0.04307085718170165,1.3658164849688,True,99,100,0.13441423893691848,False
TAG50:4-FA20:3,0.27204666666666666,0.18557142857142853,0.2163620285593081,0.06123430929569333,0.5518795231248296,2.100836919813594,0.04316234358824801,1.3648949824364973,True,30,28,0.13441423893691848,False
TAG51:2-FA17:0,4.004487878787879,3.0053249999999996,4.558608158921566,1.7494148547486248,0.41409673714592177,2.037357742964345,0.04370824500136887,1.3594366312024753,True,99,100,0.13497900961598197,False
TAG50:4-FA18:3,3.682269696969697,2.816876000000001,3.950519948869933,1.520956283655753,0.38649923818964477,2.0353722132992247,0.043907624864058796,1.3574600549550908,True,99,100,0.13497900961598197,False
TAG44:0-FA16:0,2.424341836734694,1.1191428571428572,6.166786909200719,1.463881165956184,1.1151989226823606,2.0385760023382757,0.043937448877929615,1.3571651629458246,True,98,98,0.13497900961598197,False
TAG44:1-FA14:1,0.40542272727272727,0.26270540540540543,0.4179906780220335,0.1788639798933908,0.6259810610879637,2.0523757737616335,0.04447765052259112,1.3518581618941492,True,44,37,0.13602581908702754,False
TAG48:2-FA14:1,3.6459626262626266,2.7671110000000003,3.7599948755009,2.146066143788243,0.39791925410048756,2.022301809021939,0.04486044421253722,1.3481364303050227,True,99,100,0.1365840310399571,False
TAG56:6-FA18:2,3.122039393939394,2.390062,3.4508591011934153,1.0386147168495956,0.38544069668055425,2.0218027926513686,0.0455090810366104,1.3419019340993785,True,99,100,0.13794308118652576,False
FFA(24:1),1.7941888888888888,1.7092640000000003,0.30332219412155126,0.2924726255065712,0.06995654012263627,2.010238551735428,0.045772729436743126,1.3393931897362719,True,99,100,0.13812832511441953,False
TAG52:7-FA18:1,0.45519659090909087,0.31292168674698795,0.639592373860796,0.16872592948342885,0.5406880918556943,2.0137609471066265,0.046728193177690704,1.3304210113602197,True,88,83,0.13901747901236575,False
TAG47:1-FA18:1,0.6777446808510638,0.49243548387096775,0.8378382435072002,0.3135986474173504,0.46080715422701657,2.006980450254098,0.04702211076535536,1.3276978798224899,True,94,93,0.13901747901236575,False
TAG56:4-FA22:4,0.3653359550561797,0.28842999999999996,0.3318318722181704,0.1362627500944082,0.34100250596298154,2.006332661107813,0.04707999740876589,1.327163569731719,True,89,80,0.13901747901236575,False
TAG52:5-FA20:3,0.5017208333333333,0.4020677083333333,0.45121450002752317,0.18308642738783326,0.3194463661567446,2.0051500314838586,0.04709909410151756,1.326987445960183,True,96,96,0.13901747901236575,False
TAG56:8-FA16:1,0.26274565217391305,0.20543958333333334,0.17277799976530156,0.08579276550262646,0.3549526942964297,2.023165094434006,0.04715421214156076,1.3264795069959832,True,46,48,0.13901747901236575,False
TAG54:1-FA16:0,1.2759747474747474,0.8208890000000001,2.209139440372396,0.4606314385721085,0.6363407109150967,2.006950813627947,0.04729040341769626,1.325226981156236,True,99,100,0.13901747901236575,False
TAG53:1-FA16:0,1.1187787878787878,0.6710450000000001,2.1761093478805713,0.46166256280311424,0.7374433756723497,2.003044177718225,0.04770777931420262,1.3214107983652725,True,99,100,0.13942597276531846,False
TAG50:3-FA18:0,0.5084031914893616,0.3396842105263158,0.7937559991072426,0.19404589790232923,0.5817789134929933,2.0024668826416163,0.04783823698986,1.320224834029761,True,94,95,0.13942597276531846,False
TAG47:0-FA17:0,0.3655875,0.2647205882352942,0.4101622029797048,0.17500726258603605,0.46574632565866164,1.9961642623937241,0.04837586920388025,1.3153712186230064,True,80,68,0.14039294807253758,False
TAG51:2-FA16:0,9.154244444444444,7.157959,9.139562087656444,4.078814211475728,0.3548925359072984,1.9862595396685852,0.04902588688161573,1.3095745411725102,True,99,100,0.14167650361551665,False
TAG50:1-FA20:1,0.43253766233766233,0.28711571428571425,0.6210178896141231,0.15052681078125305,0.5911934474330482,1.9914643053371242,0.04961295282297968,1.3044049242122906,True,77,70,0.14276807521211873,False
TAG54:3-FA18:0,34.326646464646466,22.956549000000006,55.93066033535303,11.2442020529145,0.5804231385336978,1.9834105461970633,0.04991191346170149,1.301795780365714,True,99,100,0.1430248948776488,False
TAG58:8-FA18:2,0.3684543209876543,0.2537353658536585,0.5081700394674461,0.11460300813921011,0.5381611375314689,1.982551450819388,0.05053615242557563,1.2963978262061657,False,81,82,0.14420776549892292,False
TAG54:4-FA20:2,3.759362626262626,2.8837229999999994,4.237808321420303,1.253957686191438,0.3825554914119403,1.9721996629127168,0.0509899610162444,1.2925153200669726,False,99,100,0.1448964725544945,False
TAG56:6-FA20:5,0.42067826086956517,0.3360258426966292,0.36124633184223437,0.1974050355856352,0.32414506769931434,1.9647768596500546,0.051393838905451975,1.2890889411164272,False,92,89,0.1449108247144525,False
TAG56:8-FA20:4,2.230628282828283,1.7214609999999997,2.4060913210246793,0.9247751130278958,0.3738166208157327,1.9666501591418246,0.05141997005996701,1.288868180567427,False,99,100,0.1449108247144525,False
CE(22:5),3.4574848484848477,3.7418669999999996,1.0143001333344954,1.036596825773179,-0.11403535121606438,-1.956039452187204,0.05187444406531531,1.2850465445576262,False,99,100,0.14534662572332957,False
TAG47:1-FA17:0,0.3399,0.22857142857142856,0.33066057273127425,0.11741575345610089,0.5724652632639724,1.9907706327529993,0.05200084556670442,1.283989594404275,False,40,35,0.14534662572332957,False
TAG48:3-FA16:0,3.4805040404040404,2.4965710000000003,4.678182717481946,1.758813735166146,0.47934831203402095,1.9600460487093023,0.05221659988332135,1.2821914109502035,False,99,100,0.1453539637568374,False
TAG60:10-FA22:6,0.24030333333333329,0.18708518518518524,0.11854360607063497,0.08255968332389187,0.36116132403018736,1.982129204664484,0.0527738480432654,1.277581237772336,False,30,27,0.14630798522563823,False
TAG55:2-FA18:2,0.410709756097561,0.26539186046511626,0.6606387084583522,0.11857437300263718,0.6299950745005397,1.961970331060603,0.05300096537175052,1.275716219987777,False,82,86,0.1463427464920399,False
CE(12:0),1.09285,1.2765437499999999,0.46315579594321116,0.5759948775882792,-0.22414758473029686,-1.9490765811250812,0.053652012565085956,1.2704139823743072,False,58,64,0.1470995131632615,False
TAG48:1-FA18:0,1.354130612244898,0.7974656250000001,2.747130494816014,0.6532402167701564,0.7638726553677753,1.9504816360219388,0.053706420495091084,1.2699737921606018,False,98,96,0.1470995131632615,False
DAG(18:0/18:1),0.9965488372093023,0.8587173333333333,0.5404476172568735,0.353609357439065,0.21475719259860349,1.936967875514535,0.05465441146680647,1.2623747779344343,False,86,75,0.1487017967360271,False
TAG49:3-FA18:3,0.38906250000000003,0.26975070422535213,0.5006636115739043,0.1374745024392725,0.5283751895732356,1.948969014567197,0.05472749410666101,1.261794437122701,False,72,71,0.1487017967360271,False
CE(22:1),1.6716620253164556,1.9565288659793811,0.9079735200735867,1.0554794437796549,-0.22701319968852268,-1.9240487495472938,0.05598551767591852,1.2519243016877113,False,79,97,0.15151636132927157,False
TAG50:3-FA16:1,44.02458585858586,35.480784,39.950342417242176,19.481821601131845,0.311271544083542,1.914432230182775,0.05757920780757924,1.2397343145736657,False,99,100,0.15521351669869185,False
CE(18:0),35.140758585858585,37.587495,9.189407633781299,8.933318064079838,-0.09710743562615658,-1.9041911251659907,0.05834471215157887,1.2339984984438683,False,99,100,0.1562652823516487,False
TAG54:2-FA16:0,5.209036363636363,4.096787,5.476802135975277,1.900777069625775,0.34652362142664933,1.9099849964404751,0.05850094384668285,1.2328371270101373,False,99,100,0.1562652823516487,False
TAG45:1-FA15:0,0.32903333333333334,0.22315999999999997,0.2734160507022388,0.0960318280571603,0.5601552689659777,1.9483011060155027,0.0586567628768652,1.2316819083433133,False,30,20,0.1562652823516487,False
PC(18:1/20:4),14.662330303030302,16.108608,5.198708033879316,5.559499871221975,-0.13571742004730325,-1.89566610059871,0.05947294851445385,1.2256805297735647,False,99,100,0.1565113484710884,False
PC(14:0/20:4),1.9103524390243898,2.0856708860759494,0.5911555837960399,0.5807009290618599,-0.12667269713207288,-1.8982159859731251,0.05948027222323677,1.2256270525108932,False,82,79,0.1565113484710884,False
TAG54:6-FA20:3,0.9083489795918368,0.7322310000000002,0.8504440012286241,0.34818694348747703,0.31094781738664135,1.8999582704706959,0.059686346990664295,1.2241250006081568,False,98,100,0.1565113484710884,False
TAG58:7-FA22:5,1.3314222222222225,1.0274320000000001,1.5337821606864224,0.42163571425024376,0.3739252366754056,1.9021592861451464,0.05970540251145923,1.2239863694609323,False,99,100,0.1565113484710884,False
TAG46:2-FA18:1,1.7940757575757575,1.1618350000000002,3.205579954566817,0.8304174968446033,0.6268356106914417,1.9003155273061278,0.05998670264270579,1.2219450097650766,False,99,100,0.1565113484710884,False
TAG52:6-FA16:0,1.3001838383838384,0.9218629999999999,1.9048027814623616,0.5524508610453033,0.4960913520048247,1.8987080117637536,0.06012606055634189,1.2209372500824807,False,99,100,0.1565113484710884,False
TAG52:4-FA18:0,0.6270525773195875,0.4621690721649485,0.8267039780423197,0.22837264656734135,0.4401656879750709,1.8934076486028764,0.06091764053859073,1.2152569260995276,False,97,97,0.15738702382718164,False
TAG54:7-FA22:5,0.33002352941176466,0.2699607142857142,0.2698795245532888,0.11361699030616257,0.2898194009767299,1.8894047329486332,0.061397145743162115,1.2118518180576503,False,85,84,0.15738702382718164,False
TAG54:3-FA18:2,33.327310101010106,22.761881000000002,54.570012483295635,10.85213399328543,0.5500850955505472,1.889779269993343,0.06152816486845959,1.2109260379330484,False,99,100,0.15738702382718164,False
TAG56:8-FA18:1,0.6722826530612246,0.479875,0.9876796339839671,0.20278120137555436,0.4864092604497751,1.88985889694145,0.06153465417161451,1.2108802358203359,False,98,100,0.15738702382718164,False
TAG50:2-FA20:2,0.41324285714285713,0.29476323529411763,0.5221903487962409,0.16150112785929518,0.48743327512985873,1.891164156850276,0.06174445709751356,1.2094020236555332,False,77,68,0.15738702382718164,False
TAG56:2-FA18:0,0.7508616161616162,0.5056690000000001,1.265236156201927,0.27213600940550214,0.5703536972787052,1.8855111443635668,0.06207419222779962,1.2070889232158757,False,99,100,0.15738702382718164,False
TAG47:2-FA16:1,0.33823898305084743,0.2631157894736842,0.26838044664948224,0.14324163748898683,0.3623451053993988,1.8894612280691732,0.06207787303447487,1.207063171666353,False,59,57,0.15738702382718164,False
TAG50:2-FA14:0,26.8508393939394,21.082179,28.6860449195865,10.590893653219123,0.348943201443228,1.8781676378733263,0.06270682251952799,1.2026852052395998,False,99,100,0.15819956972254237,False
TAG56:8-FA22:5,0.6600826530612244,0.530114,0.6460006046764764,0.2314064306920975,0.316344037413313,1.8771439653509516,0.0629054118785943,1.2013119897231774,False,98,100,0.15819956972254237,False
PC(18:1/16:1),7.157796969696969,7.8819230000000005,2.974397124455697,2.4630390536016,-0.13903203298569025,-1.8695006944834702,0.0630942565462339,1.200010172670355,False,99,100,0.15819956972254237,False
TAG44:1-FA18:1,1.165183505154639,0.6590282608695653,2.5898798144846573,0.5922387076887613,0.822144935566355,1.8738560310063757,0.06369040873478386,1.1959259640097446,False,97,92,0.1591093727367128,False
TAG58:7-FA22:6,0.7683424242424243,0.5155591836734694,1.3091907339947588,0.30808121630931296,0.5756113540240475,1.8695756050305408,0.06422829043668213,1.1922736374409244,False,99,98,0.15979087384423507,False
