feature,group1_mean,group2_mean,group1_std,group2_std,fold_change,statistic,p_value,neg_log10_p,significant,n_group1,n_group2,p_adjusted,significant_adj
LPC(17:0),-0.2891320089879757,0.28624068889809645,0.7307898653499059,0.7807286153503186,-0.5753726978860721,-5.367746282186463,2.2356184393223587e-07,6.650602316991844,True,99,100,7.869376906414703e-05,True
CE(17:0),-0.4310135056000375,0.42670337054403584,1.239265901886016,1.5616362418540788,-0.8577168761440733,-4.293954830298679,2.8086254470105996e-05,4.551506173629476,True,99,100,0.004943180786738655,True
SM(20:1),-0.3853557859722875,0.3815022281125625,1.370178045146439,1.365224166620488,-0.76685801408485,-3.954669159529531,0.00010685140651579613,3.9712197567191105,True,99,100,0.012537231697853413,True
LPC(18:1),-0.6647785155437377,0.6581307303882954,2.5103125098766803,2.7070423750906545,-1.322909245932033,-3.5749864161140334,0.00044096721622983087,3.3555936970167948,True,99,100,0.03880511502822512,True
CE(20:0),-1.4787294058489315,1.4639421117904394,5.465605758086611,6.57271294368305,-2.942671517639371,-3.435320741717382,0.0007257961690197585,3.139185328472153,True,99,100,0.04128127606379417,True
CE(15:0),-0.36638713096028047,0.3627232596506772,1.349044048077767,1.6699497669474475,-0.7291103906109577,-3.3895487976023353,0.000851813804113448,3.069655326223151,True,99,100,0.04128127606379417,True
CE(22:6),-0.653069986498963,0.6465392866339751,2.8432339107999134,2.6363301512935045,-1.299609273132938,-3.342690732851523,0.0009941479315387343,3.0025489867588555,True,99,100,0.04128127606379417,True
TAG52:4-FA20:4,0.43169238446930913,-0.4273754606246161,2.3120570439629007,1.076702500267226,0.8590678450939253,3.3543796983850336,0.0010267317609517863,2.9885430032913054,True,99,100,0.04128127606379417,True
TAG54:4-FA20:4,0.30679772139162254,-0.3037297441777066,1.6305123767022154,0.8338533889845604,0.6105274655693291,3.3204699603771157,0.0011358108960781202,2.9446939693522394,True,99,100,0.04128127606379417,True
SM(26:0),-0.10472219451854925,0.10367497257336376,0.4338445189522797,0.46672278272891277,-0.20839716709191303,-3.262774358017186,0.0013012935385291538,2.8856247266636257,True,99,100,0.04128127606379417,True
TAG54:5-FA22:5,0.259672956146133,-0.2570762265846722,1.4872882444432192,0.5268094450951741,0.5167491827308053,3.260459274261687,0.0014420093805512803,2.841031914437389,True,99,100,0.04128127606379417,True
TAG48:1-FA16:1,0.7549103255225075,-0.7473612222672821,4.2778871462308246,1.730888905490252,1.5022715477897894,3.2413036115771003,0.0015141898568248316,2.819819667371003,True,99,100,0.04128127606379417,True
TAG56:4-FA20:4,0.1398365098796296,-0.13843814478083308,0.7568730221647486,0.41113389133690964,0.27827465466046264,3.2182326144516407,0.0015790220803650807,2.8016117969621517,True,99,100,0.04128127606379417,True
CE(20:2),-0.18753192447582268,0.18565660523106386,0.8112168393530073,0.8376740076610567,-0.37318852970688654,-3.192541466367003,0.0016418689343554499,2.784661514304311,True,99,100,0.04128127606379417,True
TAG52:3-FA20:3,0.31721505558820223,-0.31404290503232024,1.8667834400089365,0.6663454269219328,0.6312579606205224,3.1705507316456667,0.001922995752841349,2.716021674950081,True,99,100,0.04512630033334365,True
CE(18:1),-2.449120900378066,2.4246296913742866,11.40702830038581,11.043257894275449,-4.873750591752353,-3.061752772183316,0.002508232749046232,2.600632166032543,True,99,100,0.055181120479017104,False
SM(26:1),-0.10796862571614588,0.10688893945898513,0.4928987170445887,0.5034884814527567,-0.214857565175131,-3.0418810809472236,0.0026712229905168643,2.5732898560787074,True,99,100,0.0553100289801139,False
TAG56:5-FA20:4,0.3469243237368872,-0.3434550804995177,2.0600977053072143,1.0453366481945408,0.6903794042364049,2.976547622353181,0.003417004062847215,2.4663545048210564,True,99,100,0.060298965264318605,False
TAG48:0-FA16:0,1.3945787439526407,-1.3806329565131157,8.998706782297953,2.384555763322689,2.775211700465756,2.9671520553753035,0.0036781983510720197,2.434364854637544,True,99,100,0.060298965264318605,False
TAG48:1-FA16:0,1.384816840388597,-1.3709686719847098,8.754654082886484,3.3750954770734483,2.755785512373307,2.9242594227850724,0.004094046007824288,2.3878472811576503,True,99,100,0.060298965264318605,False
TAG56:5-FA18:0,0.22580545211955094,-0.22354739759835507,1.3961337971989733,0.6378881058515675,0.449352849717906,2.9153078760080544,0.004152867945729592,2.3816518785103398,True,99,100,0.060298965264318605,False
PC(17:0/18:2),-0.1916364226472124,0.18972005842074008,1.0063909412484005,0.8625565152168221,-0.3813564810679525,-2.868836858304025,0.004581290170487822,2.3390121999395532,True,99,100,0.060298965264318605,False
TAG52:2-FA20:2,0.25354801042844516,-0.2510125303241609,1.6834300782657343,0.43271206640442705,0.504560540752606,2.8891989462400733,0.004647148272827134,2.3328134706148815,True,99,100,0.060298965264318605,False
SM(22:1),-0.5257384763827662,0.5204810916189333,2.5589292249421014,2.610860212064281,-1.0462195680016995,-2.854769510619626,0.004767853880817282,2.3216770627743526,True,99,100,0.060298965264318605,False
TAG50:0-FA16:0,1.295258319525699,-1.2823057363304415,8.58906191919877,2.3872091765116132,2.577564055856141,2.87792301310443,0.004788487713085409,2.319801622610912,True,99,100,0.060298965264318605,False
