,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
1,231.15804742979392,-15.258122250626307,-21.937895464402512,10.332035162207156,-15.808509345487606,-0.6842431963558576,-3.388022219927333,-1.632304312779227,-0.08340780492821963,1.938531006960678
10,3.9675316662706996,4.902600707136538,-4.24886524793491,-2.713966050222846,-1.4359257891138406,1.4062480831598843,0.9514493331410407,-2.8828760233434543,3.454944327724512,-1.2287793631008401
100,-11.337213782347444,-2.060586462580865,-2.730610633582398,-1.6517013915179124,-3.300762159447608,0.9922401279754014,-2.9847178306436764,-2.5382834094732907,0.16983595644719146,-4.017045002845011
105,24.1509354468154,17.633795179969987,3.7660448033548968,-5.202776560499642,1.266913845445876,-2.9393352457120665,-4.804604135448826,-6.009862346855607,-1.8075976764770347,-4.008858114993462
106,-5.360499780836953,-3.7605861381842303,-3.4902957793722886,-1.699120940838801,1.9078116816658865,-2.6518470643901266,-1.1655456642251312,-4.023584911945151,-2.5525503881383482,-3.0428258882101105
110,-2.5143357693905886,-0.9192519238893052,3.5352514098892542,-1.7692866155276716,-2.2188696170660203,3.1283069623789554,0.011628312718441901,-0.39264204221566396,-0.7402273234109883,1.7646673125070829
113,22.11623003683558,-12.817012302866887,18.19415332762043,-7.153683707670591,0.8282553754161599,1.7671020714955321,1.2234937205742455,1.4367155124664421,-1.8821888621211953,1.1713561245147965
114,15.575511533080155,-0.6908989116501787,13.08879945640915,-8.488569607161049,1.5369874355030786,-1.04307837753928,-2.923557184491892,-5.8968531164627604,0.4544395222712511,-0.9480743815790226
115,35.07292776845989,-13.109156564348638,1.6608021647661182,-11.133949996624718,10.370170215293998,0.8500096494666743,8.89584213718791,-4.706153824855073,-1.4103077482057411,-2.8471793002863395
116,-9.510184974981875,-2.917803611717984,-8.05325011708443,-6.381501806266373,-0.8422249519308379,3.7361337383905355,-1.5666618464956348,-1.9613252311957081,1.5364374093815565,0.488124871899974
118,-8.673343210257384,-1.3624351932421583,-3.1276689954313834,-1.080190462212381,0.11246039711363916,1.3256937531202198,1.1689763783299678,1.2280834525297217,-0.4712043930171661,1.05612445112114
120,-12.066000612747827,-0.7382442434448724,-4.847588339499422,2.674397662402333,-1.7219404531264761,-0.5921695574149659,0.8901516097169038,-3.402987178797676,-2.1795445072744903,0.5137189610170332
122,-2.0559969573973964,-1.1130957184257781,0.8730884422428489,-0.6370562826200006,1.311276124677473,3.0185853399925455,-1.5393503241087105,-1.7457838520333349,-1.1919413281848588,-0.5632231147892003
126,9.801337163528922,5.995068035827909,0.5983551325625687,3.1927893987639777,6.055767780326654,0.5406399441493436,-1.0811260174845787,1.5287450010224524,-7.769674350661119,2.533894051622531
131,-7.578491081973173,2.2991784515195337,-6.237837418603326,-4.080683227013487,-1.5089078569180825,3.2567666157619946,1.303217316054817,-0.058869607634071064,1.8579756469212216,0.5906551156364845
132,-4.129304217740119,-7.438629225749484,-3.5736721088724455,-1.124675217946516,2.4997941401486528,-2.2353759009707272,1.9571891011368872,0.7267035939909363,-2.2018473572845174,-3.2687605695972977
134,-9.27948120208193,-0.6578002036914502,-3.7743247881965547,-0.5821600623450711,-2.0570164796121286,4.759446914114806,-1.4653106265225364,-0.35715995339989226,1.5075384442188233,0.28930312339075964
138,-9.857931248696765,-2.048186926972031,-6.148702827204247,-1.638754849812796,-1.1328337063716176,-1.7332627223201038,-2.3236015478376566,1.8664861638942984,2.2278075913295425,-4.261966884637523
139,28.46245533003435,26.193038950832847,7.790859067866048,-9.410905041009146,-19.880130991578667,-12.17970750151639,18.484472469751474,-0.761932099614158,4.696258729851079,-3.5807000811938474
141,-8.33247796241654,-0.15720191928208835,0.2760060838172277,0.2753203063580135,-3.269533354742528,2.932716537910632,-1.8539094099739382,-2.0198443289566903,-0.41500292877667305,-2.605602023908592
142,17.301441482493217,1.8206387916968352,1.6222950222417314,-3.3110406307436464,0.4652560647594957,2.357882853598346,8.57065475126957,3.186020122203854,-1.9706718940621823,-5.663009708817717
144,3.9458609415882893,3.5476118649261137,0.552390184091286,1.6608502528570763,3.0221510385420713,5.462962260478398,2.8309771713898586,3.305392949991849,-0.5523215904557078,-0.5475970547276829
145,-0.7098287593010252,6.358669156240315,0.31791514458917486,-5.442645863926497,-3.059141218867144,1.7418418508426188,2.4984774736131787,-3.928856178583954,0.1359913692591446,-0.4542602041478238
148,-7.49274667646532,-1.6798522115713381,-1.330977981449865,0.3025329129554242,-2.2847229274285215,3.23332066236944,0.747802013623594,1.7667391963360353,-1.7209085985849486,-0.9934887986582909
15,12.315879090648089,7.988728389525991,3.0010539717193083,6.709409993605566,3.8428661976862797,0.2921259113538368,4.24444615656136,-1.8937441730641595,2.880219165086144,-1.7572024285864325
152,2.646881519074937,-1.7592930199241625,2.952235716209671,-4.1749528265782665,-0.2308539699548666,2.072070827848734,0.1324154742418202,-2.9665229757597054,0.4562999900315438,-1.9206440124742346
