,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Group
1,231.15804742979364,-15.25812225011622,-21.93789546511735,10.33203515742889,-15.808509483454337,-0.6842400774124594,-3.388024632499157,-1.6322767444910988,-0.08343340238793139,1.9386649558225395,Case
10,3.9675316662707583,4.902600708265962,-4.24886524754687,-2.713966107898664,-1.4359264621024173,1.4062494951257423,0.9514535363174998,-2.8827963979415854,3.4550779189143714,-1.228553920762821,Case
100,-11.337213782347483,-2.0605864618094936,-2.7306106359371305,-1.6517013213761873,-3.30076208580027,0.9922411952691159,-2.9847242592273093,-2.5382550943279014,0.1697379800362866,-4.016992360162057,Case
105,24.150935446815673,17.633795180478646,3.766044803004673,-5.202776554491488,1.2669131708508528,-2.9393406521162886,-4.804597835672575,-6.009817430522828,-1.8073641965658676,-4.009252328874929,Case
106,-5.360499780837021,-3.760586136745029,-3.4902957824189884,-1.69912098899152,1.9078110563754025,-2.651865419484594,-1.1655331411508614,-4.023563032827901,-2.552267550996798,-3.043167811026748,Case
110,-2.514335769390591,-0.9192519230750555,3.5352514066059846,-1.7692865787790029,-2.2188699630249267,3.128295735269899,0.011632877257852819,-0.39260307225465735,-0.740060225591301,1.7639990579853726,Case
113,22.116230036835454,-12.817012306425998,18.19415333220152,-7.15368390009191,0.8282560709232177,1.7671020906258916,1.2234990245716864,1.4365737449241824,-1.882199276006362,1.1711229932343252,Case
114,15.57551153308018,-0.6908989126753012,13.088799452737197,-8.488569911091142,1.5369866934230423,-1.0431338857516212,-2.923514261526053,-5.897018339238907,0.4552750222353065,-0.9498994411318693,Case
115,35.07292776845968,-13.109156566009487,1.6608021638099442,-11.133950601709941,10.370169854906681,0.8499704576402379,8.895882630984339,-4.7064250209647,-1.4097454129230955,-2.8473841853900432,Case
116,-9.510184974981934,-2.917803611020255,-8.053250117217484,-6.381501861074671,-0.8422248882127586,3.7361454046811753,-1.5666700919030492,-1.9612793091630099,1.536253082181931,0.4889975188270249,Case
118,-8.673343210257405,-1.3624351914071193,-3.1276689969633327,-1.08019050013701,0.11245986781281131,1.32569648778137,1.1689763012325627,1.2281505124995729,-0.47117452026203244,1.0566730377909708,Case
120,-12.066000612747857,-0.7382442420722881,-4.847588342092702,2.6743976131277285,-1.721940903110032,-0.5921772684352404,0.89015662045272,-3.4029236301819816,-2.1793986385636677,0.5136752451545753,Case
122,-2.0559969573974106,-1.1130957177123735,0.873088440934697,-0.6370561839443428,1.3112761561878923,3.0185890601233987,-1.5393576473381976,-1.7457404550141473,-1.1920222902394295,-0.563094116836032,Case
126,9.80133716352901,5.995068033198346,0.5983551352977808,3.192789526304916,6.055769396809609,0.5406597896830679,-1.0811484733475274,1.528594725454829,-7.77020597664751,2.5342947127466338,Case
131,-7.578491081973158,2.299178452562362,-6.237837419650527,-4.080683211373952,-1.508908084145721,3.256767556654815,1.3032166443750222,-0.05883395724122267,1.8579895233492765,0.590791745105858,Case
132,-4.129304217740241,-7.4386292238927,-3.5736721095995865,-1.1246751974990379,2.4997936386000896,-2.2353661570160543,1.9571830134771522,0.7268244587348257,-2.2018864569434706,-3.2681137539014036,Case
134,-9.279481202081948,-0.6578002012120368,-3.774324790158032,-0.5821600155054745,-2.057017011190641,4.759452633666313,-1.46531417653879,-0.35703816648502645,1.5075322010642942,0.2897062538504123,Case
138,-9.857931248696804,-2.048186930046325,-6.148702824375833,-1.6387546976269802,-1.1328324056118118,-1.7332523766056225,-2.3236152782994712,1.866350690943842,2.227484124738992,-4.262261720911041,Case
139,28.462455330034768,26.19303895223619,7.790859065111098,-9.41090478853935,-19.880130806358746,-12.17970768406991,18.48446320402489,-0.7618597307194006,4.696140148448172,-3.5808857540435297,Case
141,-8.332477962416542,-0.15720192042809286,0.2760060832986291,0.2753204056584683,-3.2695328233601932,2.9327171808444263,-1.8539159859839107,-2.0199211974458513,-0.41512568718061593,-2.6059386822430817,Case
142,17.30144148249324,1.820638788299724,1.6222950255494852,-3.3110406781117976,0.46525694924977473,2.3578746368069416,8.570660673361415,3.185853098628027,-1.9706588505760632,-5.663678304845304,Case
144,3.945860941588343,3.5476118616332313,0.5523901887979988,1.6608503985662426,3.022152181042172,5.4629818463027515,2.830961848684736,3.3052567590265585,-0.5526937719117533,-0.5478750207772501,Case
145,-0.7098287593009297,6.358669156869993,0.3179151446726394,-5.4426457829579835,-3.059141192013251,1.741854480996131,2.4984670624122334,-3.9288127794570378,0.13582045703080645,-0.4538525497302824,Case
148,-7.49274667646535,-1.6798522126549262,-1.3309779798282544,0.30253288070751794,-2.284722859762416,3.2333151681187453,0.7478086901313632,1.766685017483736,-1.7208316884472794,-0.9938346862922818,Case
15,12.315879090648204,7.988728390097703,3.0010539711062516,6.7094100469543925,3.842865726706048,0.29212599764844366,4.244445874264794,-1.893661816150458,2.880300844075079,-1.7573668098194628,Case
152,2.646881519074919,-1.759293019248321,2.9522357160179284,-4.174952928815463,-0.2308542791982334,2.0720672264023565,0.1324214728839386,-2.966535457651624,0.4563940081945621,-1.9203035122279646,Case
153,-3.869336934581855,3.427069010923489,-2.781774291793493,-0.5706582038177381,-2.4421144449688525,10.079871861316787,2.3034625053557867,-0.4342633400933223,-0.35477807184699073,-0.34802738441874254,Case
155,-10.92157855378086,-1.3456830334258378,-7.717082390461767,-2.771626377540032,-1.0854872207415505,2.082746430735477,0.11368647556429642,-1.7074697898726672,-0.9489274748877689,-2.7250833415569615,Case
157,-1.5039354429706784,-5.4578437126866515,-4.789551451031692,-3.945661847133685,1.8293928519939622,2.8284621012125815,1.8145764085749718,1.0712339439114154,-2.3860689455418718,-2.457556694575619,Case
161,-7.745279645049,-4.774517363840381,1.4569912484710055,-0.9558460188286177,-5.6915385246013095,2.1864417171674324,-4.214818841870302,5.170078950790184,-2.913090610256075,-2.298302855870855,Case
162,3.785656337051496,2.9023749035471496,3.7102707258660224,-1.5561534762936255,-0.1619544690903346,-3.074324714216714,-0.10897232681604403,0.3094708827872962,-2.2350103888141986,-2.940614772874622,Case
163,-6.862676364703483,-3.060889506350977,-5.412652096879275,-0.45131753425807836,1.893161184384868,-2.5036890334958897,-0.5479762805385558,-1.7426407231115617,-0.9968265662806842,-1.0059715656860269,Case
166,-6.675904861410855,-0.5792105106585834,3.1465063722753217,4.679224005839764,-3.0699230053858577,-0.504637273258041,-3.3613331998652094,-1.7446775800525969,3.705115202473781,-2.415509290517667,Case
167,14.10768349187489,-5.628764318220266,3.5759396916888506,-8.371017802264651,5.039247447590934,0.8843461457411764,-0.6247110374565052,-0.9333163077918374,1.541701390275411,-0.13751587367816348,Case
168,-7.71319501148249,-1.9602848272901714,-1.014576497566821,3.2354376077934464,-2.2521887041661905,2.9070969352514844,-3.7557479703180783,-0.9475978027514101,0.8223305791528456,-1.2184296269245625,Case
169,-3.577797906147131,-4.0070217305153895,-3.2518177955658647,1.6249915466705689,2.625172816655876,0.8102735069773761,-0.38289552550869904,-2.3087221589340703,-1.29075806956118,-0.2434996188370144,Case
170,13.127716358350643,12.978767833237168,3.327117564992195,0.8584698266323832,2.448209192018895,6.031680693639767,-2.6097827436565146,-2.0203267683157304,-0.9566661156541336,-2.6728000543975887,Case
171,-4.494725765229101,-6.162531883715926,2.871373584590196,-1.317700056801611,-2.1074886921310836,4.774439068954099,-4.023413426655056,-3.00521669187656,-1.7305669842503972,-2.6714364854820087,Case
172,0.3339459867275042,-4.4388765863852315,8.864276154052497,-1.7361361584097508,-3.208323651597341,3.307025954303032,-5.3405759141963,-5.306349183043705,-0.1687385969692834,-0.7566747290884956,Case
174,1.775942891107021,2.433474974337845,0.5248458018703944,3.0828855135625006,-0.865427510197759,0.1886002493368739,-2.046431522703056,-3.171749985788781,-1.9090819565307064,-0.7602226189017156,Case
177,2.7802914443358895,-5.254826048221935,3.4214881229352567,-9.196720751380695,0.40420442978176085,-1.2175072495238803,-0.460900578240482,0.9078713249829647,-0.3089839829134767,-0.8383250383493626,Case
178,-6.134509662695723,1.503135783474844,-1.6567099746094303,1.3652710742758694,-0.5455129414640929,-1.3056159701519252,0.30734946558193044,-4.170835002914522,-3.7850496889056973,-1.2223394380439034,Case
179,-5.013617565215545,-1.4919085465354145,-2.098186889035318,-2.13764092907177,1.6284043223721867,2.68469345653789,-3.80322146073141,-0.264870056577417,-0.8875105142213796,0.023048611391398556,Case
18,-2.712447410441532,7.188109295035509,7.4092727713630735,7.636443836548733,-3.857281739552136,2.8434265419822586,2.9134081030416867,-6.459755156787451,3.08235127212222,0.6829698443654942,Case
180,-3.4146476311848875,-0.15437262339747979,2.8256231561223304,0.7263981673589819,-0.3647447584665299,-3.3157375067277246,0.06085669797194861,-3.5406237877931903,-3.5064984359265416,-1.3341832150413828,Case
183,0.7399363113685262,-1.7550039904852524,6.749436882600425,2.8486976134048,0.1838165544263582,3.704153713755709,-2.1691253162107103,-3.5097747248269098,1.1408751580076026,0.6857231513210017,Case
184,-7.755883603397563,0.16498528870329132,-7.46898868545998,3.710256711360941,-3.014621176986876,1.579446208891156,4.637652493643806,-2.843599449634715,-4.9362196190565015,1.3255134574753178,Case
185,-3.1383126020535608,3.821147264419771,-0.015542823741973898,-6.990385189612785,-0.7665416904720204,-1.9361688855624484,-2.710408482406311,1.999705280382207,-1.386787005849213,-0.3902302425714403,Case
186,-0.7192733972791655,-6.974708334744478,1.1939677061677256,0.883704047290756,2.80871443270051,2.013949189575855,3.479273101410476,-1.6833885027681104,-2.7304398485999557,0.18795901045181926,Case
187,7.969021337821557,4.2935346895357265,13.797741814455089,-3.5642462369139416,-6.374981500775088,-2.2990787103893373,-1.8539791607973595,-2.745275791218616,-0.13205151448506328,-0.6544942630567199,Case
188,11.431643130123778,-2.477536829310079,14.23804799522968,-8.945892920049369,-0.0384982287840549,-2.498118745013604,-2.7719358651064714,-2.37529611041973,-1.2974601906968921,2.8063198596160444,Case
